accession	runtype	species	genome_size
SRX10156028	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459284	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014444	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7845894	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899957	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX1012363	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035033	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297657	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836686	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9999190	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843825	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9206170	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243303	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212337	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014446	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242493	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843606	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10010834	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843501	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10596779	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297655	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242340	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2035500	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7847750	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212339	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949334	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9562440	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950136	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1066158	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161766	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014460	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843281	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5243311	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10596767	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14597724	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365549	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10172446	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155957	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242903	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598002	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725518	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156035	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014466	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212347	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206182	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899919	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
ERX3836689	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7082804	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182264	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10692629	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242901	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035204	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243263	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2955632	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156037	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2035521	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8004226	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10207276	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14480645	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5629052	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242336	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8022387	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256924	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949347	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899960	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX10131695	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155965	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014448	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035032	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2657349	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242368	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10041529	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14480646	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598039	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2422952	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6797187	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597989	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899914	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX6459263	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6069884	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155895	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242063	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014507	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6902036	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9268267	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9207788	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10616313	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15451065	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2962892	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242373	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10344421	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459293	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10265211	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242379	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10641605	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15844995	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10565709	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354385	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014487	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297654	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4286585	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156045	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035315	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2035472	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3061682	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2765950	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035025	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7862688	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2687911	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	5027649
SRX8191908	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843238	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX3061697	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2504612	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843795	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX19233347	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10563982	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10692498	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9792726	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6480525	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297672	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3041830	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5688459	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10695999	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11122298	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297680	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5982059	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256879	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10075020	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297652	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407666	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459249	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725346	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10012694	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3421566	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459230	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6975776	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725374	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2035538	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4309970	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962301	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1598015	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161771	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13830432	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9999199	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014478	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10458439	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3030493	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843298	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX8035207	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8019011	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597994	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836688	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4312415	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156937	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2935369	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899935	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX10313096	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155973	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459321	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190998	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10696002	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9823598	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3061735	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2746351	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10180661	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843178	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843345	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10531818	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4312408	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10635863	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10617909	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447513	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1597986	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3035904	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7083098	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157182	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6847349	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242793	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242921	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1052027	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212340	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308755	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX7862695	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256912	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243305	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2945952	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190981	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308901	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459234	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7260351	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6607568	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157179	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297682	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156046	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156039	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843649	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10157191	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950692	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4310001	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014508	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843363	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9190995	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242057	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182296	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10155970	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9846024	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182265	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2935372	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949349	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035031	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354388	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662681	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843651	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447816	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2959467	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156663	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459224	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297658	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014520	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2374062	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035023	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014475	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242403	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242045	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843237	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4743732	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10162055	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949342	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836692	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10457769	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15627838	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182301	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5002613	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX22055642	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10458426	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297679	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2962890	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014476	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725293	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6607448	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2765973	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162062	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843290	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843609	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6971231	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10696010	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX696027	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743930	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9207775	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459296	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10694872	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10426022	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9207786	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6489493	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX12119342	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7083090	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843336	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9999192	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10692542	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4312404	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8072247	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155892	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2955843	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447798	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2145667	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2035534	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10357924	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6607526	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5981876	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962257	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX3447752	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9636261	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843634	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10020686	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962318	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX3447545	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX8035401	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743957	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190993	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3087702	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3087642	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13970978	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014502	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11168421	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843515	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX7899955	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX8072249	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843604	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9996954	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8023397	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459229	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163184	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7862694	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308732	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4014422	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459322	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014504	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662720	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10356215	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9996952	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2376353	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX16455782	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459270	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014439	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2374669	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014450	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7845863	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014500	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843513	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190988	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297684	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459231	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899928	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX1308873	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX3061694	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9407203	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459273	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182276	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9190725	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243262	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459324	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297662	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6480524	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9331663	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308877	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308869	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9841840	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2545102	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
